,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
772,Male,20.0,1.831357,89.652557,yes,yes,2.555401,3.292386,Sometimes,no,3.0,no,2.0,0.315918,Sometimes,Public_Transportation,Overweight_Level_I
775,Male,18.128206,1.778447,80.273807,yes,yes,1.570089,3.0,Sometimes,no,2.0,no,2.707882,0.0,no,Public_Transportation,Overweight_Level_I
780,Male,19.816949,1.806947,85.079589,yes,yes,2.0,3.0,Sometimes,no,2.292073,no,1.067817,0.19668,Sometimes,Public_Transportation,Overweight_Level_I
784,Female,16.941489,1.551288,54.93242,no,yes,1.75375,1.296156,Sometimes,no,2.0,yes,0.110174,1.944675,Sometimes,Public_Transportation,Overweight_Level_I
785,Female,16.172992,1.603842,65.0,yes,yes,2.543563,1.0,Sometimes,no,2.0,yes,0.694281,1.056911,Sometimes,Public_Transportation,Overweight_Level_I
790,Male,19.076443,1.62,69.529625,no,yes,2.278644,1.0,Sometimes,no,2.628985,no,1.0,1.285373,Sometimes,Public_Transportation,Overweight_Level_I
791,Female,16.30687,1.616366,67.183128,yes,yes,1.620845,1.0,Sometimes,no,2.0,yes,0.926592,1.657098,no,Public_Transportation,Overweight_Level_I
792,Female,18.297229,1.637396,70.0,yes,yes,2.0,1.999014,Sometimes,no,2.326165,no,0.00705,0.0,no,Public_Transportation,Overweight_Level_I
793,Female,18.610761,1.550723,60.628321,no,yes,2.823179,2.644692,Sometimes,no,1.226764,yes,0.747528,0.008899,Sometimes,Public_Transportation,Overweight_Level_I
794,Female,17.451085,1.6,65.0,yes,yes,3.0,2.449723,Sometimes,no,2.0,yes,0.479592,1.720642,Sometimes,Public_Transportation,Overweight_Level_I
797,Male,18.026457,1.752123,80.0,yes,yes,2.0,2.794156,Sometimes,no,2.377362,no,0.101236,0.105895,no,Public_Transportation,Overweight_Level_I
798,Male,19.47554,1.857231,88.138777,yes,yes,2.061952,4.0,Sometimes,no,2.426465,no,2.0,0.160138,Sometimes,Public_Transportation,Overweight_Level_I
799,Female,19.0,1.76,79.544998,yes,yes,2.0,1.146794,Sometimes,no,3.0,no,1.809745,1.690102,Frequently,Public_Transportation,Overweight_Level_I
800,Female,18.0,1.644682,68.392133,yes,yes,2.0,1.131695,Sometimes,no,1.344539,no,0.0,1.59257,no,Public_Transportation,Overweight_Level_I
801,Female,18.270434,1.737165,76.699774,yes,yes,2.838969,3.0,Sometimes,no,2.425927,no,1.0,1.453335,Frequently,Public_Transportation,Overweight_Level_I
802,Female,19.816228,1.507853,64.259379,no,yes,2.568063,3.0,Sometimes,no,1.817983,yes,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
811,Male,19.741202,1.816783,86.522799,yes,yes,2.0,3.0,Sometimes,no,2.177386,no,0.336814,0.004813,Sometimes,Public_Transportation,Overweight_Level_I
812,Male,19.21638,1.812472,86.748295,yes,yes,2.0,3.0,Sometimes,no,2.168651,no,0.977998,0.142638,Sometimes,Public_Transportation,Overweight_Level_I
818,Male,18.900253,1.750359,79.828725,yes,yes,2.0,2.228113,Sometimes,no,2.045004,no,1.293665,0.961806,Frequently,Public_Transportation,Overweight_Level_I
839,Male,19.789291,1.820643,85.0,yes,yes,3.0,3.0,Sometimes,no,2.759246,no,1.763277,0.453314,Sometimes,Public_Transportation,Overweight_Level_I
840,Male,19.895877,1.80733,85.073801,yes,yes,2.801514,3.0,Sometimes,no,2.734782,no,2.207881,0.143675,Sometimes,Public_Transportation,Overweight_Level_I
841,Male,19.693804,1.8,85.0,yes,yes,2.188722,3.0,Sometimes,no,2.721356,no,1.528968,1.0,Sometimes,Public_Transportation,Overweight_Level_I
842,Male,19.226314,1.814255,85.255631,yes,yes,2.971351,3.390143,Sometimes,no,2.133767,no,2.318492,0.678618,Sometimes,Public_Transportation,Overweight_Level_I
848,Male,19.337404,1.859927,87.105828,yes,yes,2.21232,4.0,Sometimes,no,2.374044,no,2.0,0.622638,Sometimes,Public_Transportation,Overweight_Level_I
853,Female,19.0,1.779882,80.091886,yes,yes,1.078529,1.211606,Sometimes,no,2.568063,no,3.0,0.817983,no,Public_Transportation,Overweight_Level_I
860,Male,20.0,1.81748,85.0,yes,yes,2.95118,3.0,Sometimes,no,3.0,no,2.433918,0.561602,Sometimes,Public_Transportation,Overweight_Level_I
865,Female,18.0,1.456346,55.523481,no,yes,2.0,3.0,Sometimes,no,1.040342,yes,0.497373,1.783319,Sometimes,Public_Transportation,Overweight_Level_I
866,Female,18.0,1.498561,55.376512,no,yes,2.0,3.0,Sometimes,no,1.274718,yes,0.129902,0.978574,Sometimes,Public_Transportation,Overweight_Level_I
867,Female,16.950499,1.603501,65.0,yes,yes,2.96008,1.0,Sometimes,no,2.0,yes,0.736032,1.344072,no,Public_Transportation,Overweight_Level_I
874,Female,16.38009,1.617124,67.913561,yes,yes,2.851664,1.0,Sometimes,no,2.0,no,0.977929,1.765321,no,Public_Transportation,Overweight_Level_I
875,Female,16.865984,1.644053,67.439589,yes,yes,1.31415,1.068196,Sometimes,no,1.364957,yes,0.0,0.057926,no,Public_Transportation,Overweight_Level_I
876,Female,16.093234,1.608914,65.0,yes,yes,1.321028,1.0,Sometimes,no,2.0,yes,0.371452,0.965604,no,Public_Transportation,Overweight_Level_I
877,Female,18.0,1.647971,68.818893,yes,yes,2.0,1.411685,Sometimes,no,1.859089,no,0.0,1.306,no,Public_Transportation,Overweight_Level_I
878,Female,18.83919,1.624831,69.975607,yes,yes,2.253998,2.752318,Sometimes,no,2.328331,no,0.815509,0.024088,no,Public_Transportation,Overweight_Level_I
879,Female,19.726522,1.508267,61.10403,no,yes,2.778079,3.0,Sometimes,no,1.696691,yes,0.94224,0.879925,Sometimes,Public_Transportation,Overweight_Level_I
880,Female,18.947102,1.518917,60.267427,no,yes,2.838037,2.737571,Sometimes,no,1.144467,yes,0.753782,1.286844,Sometimes,Public_Transportation,Overweight_Level_I
881,Female,17.781183,1.6,65.0,yes,yes,3.0,2.973504,Sometimes,no,2.0,yes,0.178976,0.166076,Sometimes,Public_Transportation,Overweight_Level_I
884,Female,18.985119,1.759117,80.0,yes,yes,2.0,1.411808,Sometimes,no,2.651194,no,2.878414,0.953841,no,Public_Transportation,Overweight_Level_I
885,Female,18.871917,1.755254,80.0,yes,yes,2.0,1.095223,Sometimes,no,2.474132,no,2.876696,0.7939,no,Public_Transportation,Overweight_Level_I
886,Male,19.478533,1.804099,85.196279,yes,yes,2.459976,3.30846,Sometimes,no,2.078011,no,1.779646,0.871772,Sometimes,Public_Transportation,Overweight_Level_I
887,Male,19.429723,1.813567,86.144904,yes,yes,2.643183,3.821461,Sometimes,no,2.397124,no,2.044165,0.471663,Sometimes,Public_Transportation,Overweight_Level_I
889,Female,18.869151,1.756774,79.989789,yes,yes,2.0,2.658639,Sometimes,no,2.781628,no,1.955992,1.409198,Frequently,Public_Transportation,Overweight_Level_I
890,Female,18.236087,1.62,69.3899,yes,yes,2.22399,1.0,Sometimes,no,2.20312,no,0.104451,1.899073,no,Public_Transportation,Overweight_Level_I
892,Female,17.08525,1.535618,57.259124,no,yes,1.972545,2.339614,Sometimes,no,1.711074,yes,0.095517,1.191053,Sometimes,Public_Transportation,Overweight_Level_I
901,Male,19.241058,1.856811,88.633616,yes,yes,2.047069,3.829101,Sometimes,no,1.641022,no,1.554817,0.248218,Sometimes,Public_Transportation,Overweight_Level_I
907,Female,18.845518,1.753471,80.0,yes,yes,2.0,1.391778,Sometimes,no,2.64548,no,2.685087,0.97554,no,Public_Transportation,Overweight_Level_I
927,Male,19.97166,1.822573,85.084364,yes,yes,2.995599,3.095663,Sometimes,no,2.568157,no,2.7243,0.330457,Sometimes,Public_Transportation,Overweight_Level_I
928,Male,19.627,1.815409,85.302146,yes,yes,2.987148,3.483449,Sometimes,no,2.359246,no,2.060415,0.598999,Sometimes,Public_Transportation,Overweight_Level_I
934,Male,19.576682,1.834715,89.429199,yes,yes,2.342323,3.60885,Sometimes,no,2.878866,no,2.0,0.208323,Sometimes,Public_Transportation,Overweight_Level_I
939,Male,18.721041,1.775626,80.113493,yes,yes,1.687569,2.756405,Sometimes,no,2.079131,no,2.931527,0.68173,no,Public_Transportation,Overweight_Level_I
946,Male,19.637203,1.814182,85.301029,yes,yes,2.923916,3.335876,Sometimes,no,2.372444,no,1.305633,0.311436,Sometimes,Public_Transportation,Overweight_Level_I
951,Female,17.420269,1.489409,53.620604,no,yes,1.836554,1.865238,Sometimes,no,2.0,yes,0.320209,1.969507,Sometimes,Public_Transportation,Overweight_Level_I
952,Female,17.807828,1.518067,55.822119,no,yes,1.773265,2.118153,Sometimes,no,1.075239,yes,0.085388,1.915191,Sometimes,Public_Transportation,Overweight_Level_I
953,Female,16.240576,1.616533,65.062945,yes,yes,2.388168,1.0,Sometimes,no,1.438018,yes,0.110887,1.165817,no,Public_Transportation,Overweight_Level_I
958,Male,19.858973,1.62,69.575315,no,yes,2.185938,1.0,no,no,2.81353,no,1.0,1.110222,Sometimes,Public_Transportation,Overweight_Level_I
959,Female,16.370009,1.613921,66.738769,yes,yes,2.206399,1.0,Sometimes,no,2.0,yes,0.94893,1.772463,no,Public_Transportation,Overweight_Level_I
960,Female,17.992717,1.618683,67.193585,yes,yes,1.952987,1.0,Sometimes,no,1.334856,yes,0.732276,1.890214,no,Public_Transportation,Overweight_Level_I
961,Male,19.179932,1.637537,70.0,yes,yes,2.0,1.030416,Sometimes,no,2.118716,no,0.529259,0.0,no,Public_Transportation,Overweight_Level_I
962,Female,19.621545,1.566524,61.616,no,yes,2.908757,2.696051,Sometimes,no,1.622827,yes,0.539952,0.001096,Sometimes,Public_Transportation,Overweight_Level_I
963,Female,19.755797,1.542328,63.856193,no,yes,2.628791,2.762883,Sometimes,no,1.512035,yes,0.303722,0.003229,Sometimes,Public_Transportation,Overweight_Level_I
964,Female,17.099015,1.6,65.0,yes,yes,3.0,2.401341,Sometimes,no,2.0,yes,0.663896,1.753745,Sometimes,Public_Transportation,Overweight_Level_I
965,Female,17.25813,1.600184,65.0,yes,yes,2.749629,2.298612,Sometimes,no,2.0,yes,0.547515,1.619473,Sometimes,Public_Transportation,Overweight_Level_I
969,Male,18.014333,1.751029,80.0,yes,yes,2.0,2.805436,Sometimes,no,2.122884,no,0.045651,0.017225,Frequently,Public_Transportation,Overweight_Level_I
970,Male,19.685,1.838266,89.496905,yes,yes,2.153639,3.715148,Sometimes,no,2.703337,no,2.0,0.226097,Sometimes,Public_Transportation,Overweight_Level_I
971,Male,19.506389,1.824449,87.656029,yes,yes,2.793561,3.788602,Sometimes,no,2.429059,no,2.094542,0.393358,Sometimes,Public_Transportation,Overweight_Level_I
972,Female,19.0,1.76,79.349221,yes,yes,2.0,1.893811,Sometimes,no,3.0,no,1.376229,1.801322,no,Public_Transportation,Overweight_Level_I
973,Female,18.0,1.622241,68.250249,yes,yes,2.0,1.010319,Sometimes,no,1.319437,no,0.0,1.626456,no,Public_Transportation,Overweight_Level_I
974,Female,18.003153,1.729996,75.816864,yes,yes,2.992329,3.0,Sometimes,no,2.004908,no,1.0,1.405086,Frequently,Public_Transportation,Overweight_Level_I
975,Female,18.052394,1.725233,75.970712,yes,yes,2.927409,3.0,Sometimes,no,2.209991,no,1.0,0.797215,Frequently,Public_Transportation,Overweight_Level_I
976,Female,19.774317,1.541039,64.726948,no,yes,2.706134,2.669766,Sometimes,no,1.979848,yes,0.445238,0.908836,Sometimes,Public_Transportation,Overweight_Level_I
991,Male,19.108796,1.768578,87.803311,yes,yes,2.754646,3.0,Sometimes,no,2.957821,no,2.242754,0.786609,Sometimes,Public_Transportation,Overweight_Level_II
1004,Male,17.570089,1.7,83.199034,yes,no,2.097373,2.547086,Sometimes,no,1.538626,no,1.0,0.761898,no,Public_Transportation,Overweight_Level_II
1005,Female,19.027574,1.659877,77.272652,yes,yes,2.061461,2.812283,Sometimes,no,3.0,no,0.362441,0.78519,Sometimes,Public_Transportation,Overweight_Level_II
1016,Male,18.118277,1.654757,80.0,yes,yes,2.821977,2.044035,Sometimes,no,1.954968,no,1.0,0.854536,no,Public_Transportation,Overweight_Level_II
1031,Female,18.863875,1.560029,71.728069,yes,no,3.0,3.339914,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1032,Female,18.951144,1.621048,72.105856,yes,no,3.0,3.884861,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1033,Male,19.671876,1.699474,78.0,yes,no,1.925064,2.358298,Sometimes,no,2.774043,no,0.0,0.133566,no,Public_Transportation,Overweight_Level_II
1035,Male,17.971574,1.720379,85.0,yes,yes,2.0,3.0,Sometimes,no,2.802498,no,1.0,0.41758,Sometimes,Public_Transportation,Overweight_Level_II
1036,Male,18.0,1.758787,85.050558,yes,yes,2.846981,3.0,Sometimes,no,2.87781,no,1.0,0.429081,Sometimes,Public_Transportation,Overweight_Level_II
1037,Male,18.701766,1.704908,81.384224,yes,yes,2.650629,1.0,Sometimes,no,1.708083,no,1.876051,0.938791,Sometimes,Public_Transportation,Overweight_Level_II
1039,Male,17.178483,1.78629,95.277392,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.072318,0.651904,Sometimes,Public_Transportation,Overweight_Level_II
1043,Female,20.0,1.625236,74.433362,yes,no,2.522399,1.032887,Sometimes,no,2.397653,no,2.358699,0.440087,Sometimes,Public_Transportation,Overweight_Level_II
1044,Female,18.549437,1.545196,72.467862,yes,no,3.0,3.014808,Sometimes,no,2.0,no,1.997529,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1047,Male,19.703095,1.704141,78.790936,yes,no,1.650505,3.0,Sometimes,no,2.0,no,1.73234,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1048,Male,19.223259,1.706082,78.073528,yes,no,1.961347,3.0,Sometimes,no,2.0,no,1.655488,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1053,Male,18.0,1.751278,86.963628,yes,no,3.0,3.0,Sometimes,no,2.0,no,1.271667,0.155278,Sometimes,Public_Transportation,Overweight_Level_II
1058,Female,19.911246,1.530248,68.85097,yes,no,2.258795,3.53009,Sometimes,no,1.172186,no,0.678943,1.0,no,Public_Transportation,Overweight_Level_II
1072,Male,19.443639,1.744733,87.27989,yes,yes,2.442536,3.0,Sometimes,no,2.825629,no,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
1081,Male,17.441593,1.7,83.414072,yes,no,2.061384,2.579291,Sometimes,no,1.909253,no,1.0,0.962468,Sometimes,Public_Transportation,Overweight_Level_II
1082,Female,19.126145,1.633794,77.858532,yes,no,2.696381,3.0,Sometimes,no,2.472964,no,1.856119,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1099,Female,19.821996,1.653431,75.090439,yes,no,2.766036,2.443812,Sometimes,no,2.707927,no,0.702839,0.827439,Sometimes,Public_Transportation,Overweight_Level_II
1100,Male,19.149706,1.699818,78.0,yes,no,1.096455,2.491315,Sometimes,no,2.450069,no,0.0,0.726118,Sometimes,Public_Transportation,Overweight_Level_II
1102,Male,17.894784,1.731389,84.064875,yes,no,2.019674,2.843319,Sometimes,no,2.832004,no,1.0,0.608607,Sometimes,Public_Transportation,Overweight_Level_II
1103,Male,18.88485,1.699667,79.67793,yes,no,2.735297,2.157164,Sometimes,no,1.087166,no,0.110174,0.003695,no,Public_Transportation,Overweight_Level_II
1108,Female,19.027417,1.588147,73.939268,yes,no,3.0,3.362758,Sometimes,no,2.0,no,2.892922,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1111,Male,18.011718,1.680991,79.752916,yes,yes,2.413156,2.521546,Sometimes,no,1.985312,no,0.00705,0.965464,Sometimes,Public_Transportation,Overweight_Level_II
1113,Male,18.0,1.742819,86.565148,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.040816,0.860321,Sometimes,Public_Transportation,Overweight_Level_II
1115,Male,18.0,1.759721,86.0805,yes,yes,2.882522,3.0,Sometimes,no,2.452986,no,1.0,0.746651,Sometimes,Public_Transportation,Overweight_Level_II
1118,Female,18.198322,1.543338,71.799982,yes,no,3.0,3.087119,Sometimes,no,2.0,no,1.403872,1.0,no,Public_Transportation,Overweight_Level_II
1136,Male,19.795269,1.758972,87.861431,yes,yes,2.332074,3.0,Sometimes,no,2.999495,no,2.405963,0.441502,Sometimes,Public_Transportation,Overweight_Level_II
1137,Female,19.090023,1.562434,70.442775,yes,no,2.748243,3.070386,Sometimes,no,1.962322,no,1.145752,1.0,no,Public_Transportation,Overweight_Level_II
1149,Male,17.689057,1.713599,83.285753,yes,yes,2.009952,2.716106,Sometimes,no,1.660614,no,1.0,0.60473,Sometimes,Public_Transportation,Overweight_Level_II
1150,Male,19.16097,1.662728,77.473204,yes,no,2.008656,1.402771,Sometimes,no,3.0,no,0.112383,0.32803,Sometimes,Public_Transportation,Overweight_Level_II
1161,Male,18.181821,1.662669,79.863546,yes,no,2.492758,2.270163,Sometimes,no,1.992586,no,1.452467,0.864583,no,Public_Transportation,Overweight_Level_II
1176,Female,18.741188,1.556789,71.788181,yes,no,3.0,3.129155,Sometimes,no,2.0,no,1.634134,1.0,no,Public_Transportation,Overweight_Level_II
1177,Female,19.955257,1.5891,72.713611,yes,no,3.0,3.856434,Sometimes,no,2.0,no,1.32417,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1178,Male,19.684891,1.700627,78.048207,yes,no,1.653081,2.753418,Sometimes,no,2.192063,no,1.474937,0.518542,Sometimes,Public_Transportation,Overweight_Level_II
1180,Male,17.997009,1.742654,85.0,yes,no,2.0,3.0,Sometimes,no,2.976229,no,1.0,0.121992,Sometimes,Public_Transportation,Overweight_Level_II
1181,Male,17.971786,1.754441,85.002884,yes,yes,2.765769,3.0,Sometimes,no,2.845134,no,1.0,0.42683,Sometimes,Public_Transportation,Overweight_Level_II
1184,Male,17.039058,1.799902,95.419668,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.04729,0.933802,Sometimes,Public_Transportation,Overweight_Level_II
1188,Female,19.005725,1.599999,73.513873,yes,no,2.942154,2.667711,Sometimes,no,2.184768,no,1.524405,0.805008,Sometimes,Public_Transportation,Overweight_Level_II
1189,Female,18.850466,1.550053,72.9518,yes,no,3.0,3.000974,Sometimes,no,2.0,no,2.274248,1.0,Sometimes,Public_Transportation,Overweight_Level_II
1192,Male,19.749627,1.680764,79.621463,yes,no,1.83746,3.0,Sometimes,no,2.0,no,1.194519,1.212762,no,Public_Transportation,Overweight_Level_II
1193,Male,19.565496,1.705584,78.025625,yes,no,1.936479,2.837388,Sometimes,no,2.159987,no,1.475772,0.646514,Sometimes,Public_Transportation,Overweight_Level_II
1198,Male,18.0,1.750097,86.372141,yes,yes,2.907062,3.0,Sometimes,no,2.740848,no,1.219827,0.037634,Sometimes,Public_Transportation,Overweight_Level_II
1203,Female,19.462713,1.550122,69.936073,yes,no,2.501683,3.394788,Sometimes,no,1.337378,no,0.932888,1.0,no,Public_Transportation,Overweight_Level_II
1227,Female,18.086772,1.65,82.13682,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.02975,1.350099,Sometimes,Public_Transportation,Obesity_Type_I
1249,Male,18.178023,1.85478,114.77484,yes,yes,2.0,1.854536,Sometimes,no,2.160169,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
1250,Female,18.0,1.685633,90.032671,yes,yes,2.496455,3.0,Sometimes,no,1.850344,no,1.066101,0.732265,Sometimes,Public_Transportation,Obesity_Type_I
1251,Female,18.267696,1.706343,93.348843,yes,yes,1.70825,3.0,Sometimes,no,1.0,no,0.899864,1.0,Sometimes,Public_Transportation,Obesity_Type_I
1256,Male,18.0,1.791174,108.9606,yes,yes,2.0,1.08687,Sometimes,no,2.279124,no,1.0,1.609773,no,Public_Transportation,Obesity_Type_I
1257,Male,18.0,1.82093,108.742005,yes,yes,2.0,1.25535,Sometimes,no,2.497065,no,1.0,1.441605,no,Public_Transportation,Obesity_Type_I
1258,Female,19.442663,1.627812,82.0,yes,yes,1.081585,2.870661,Sometimes,no,1.11756,no,0.0,1.616826,Sometimes,Public_Transportation,Obesity_Type_I
1265,Male,17.6739,1.738465,97.185474,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.233314,no,Public_Transportation,Obesity_Type_I
1268,Male,18.0,1.820385,108.395005,yes,yes,2.0,2.164839,Sometimes,no,2.094479,no,1.0,0.676557,Sometimes,Public_Transportation,Obesity_Type_I
1269,Male,18.0,1.792239,108.244379,yes,yes,2.0,2.141839,Sometimes,no,2.939847,no,1.0,0.103056,Sometimes,Public_Transportation,Obesity_Type_I
1271,Female,18.0,1.670058,86.242679,yes,yes,2.609123,3.0,Sometimes,no,1.955053,no,1.186013,0.0,no,Public_Transportation,Obesity_Type_I
1274,Female,18.0,1.609321,84.493156,yes,yes,2.0,3.0,Sometimes,no,1.051735,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
1276,Male,19.089595,1.700164,99.204695,yes,yes,2.0,2.119826,Sometimes,no,2.0,no,0.0,1.882539,no,Public_Transportation,Obesity_Type_I
1277,Female,18.312665,1.60074,82.249831,yes,yes,2.501236,3.0,Sometimes,no,1.220331,no,0.245003,0.537202,no,Public_Transportation,Obesity_Type_I
1278,Male,18.260079,1.801848,104.741914,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.783858,0.0,no,Public_Transportation,Obesity_Type_I
1301,Female,16.129279,1.65,85.583485,yes,yes,2.954996,3.0,Sometimes,no,1.0,no,2.091862,1.06053,no,Public_Transportation,Obesity_Type_I
1302,Female,16.913841,1.634832,85.803809,yes,yes,2.061969,3.0,Sometimes,no,1.229171,no,2.392047,1.256119,no,Public_Transportation,Obesity_Type_I
1331,Male,17.052914,1.710616,99.860254,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.067491,0.894105,no,Public_Transportation,Obesity_Type_I
1332,Male,18.04892,1.721384,99.430612,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.579431,0.839862,no,Public_Transportation,Obesity_Type_I
1335,Male,18.729566,1.855433,112.875283,yes,yes,2.0,2.427137,Sometimes,no,2.574073,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
1337,Female,18.603496,1.681719,90.671871,yes,yes,1.524428,3.0,Sometimes,no,1.383831,no,0.130417,1.0,Sometimes,Public_Transportation,Obesity_Type_I
1343,Male,18.0,1.783906,109.207614,yes,yes,2.0,1.867836,Sometimes,no,2.438398,no,1.0,0.802305,no,Public_Transportation,Obesity_Type_I
1344,Male,18.0,1.844218,109.195529,yes,yes,2.0,1.548407,Sometimes,no,2.191401,no,1.0,1.676944,no,Public_Transportation,Obesity_Type_I
1345,Female,19.431662,1.631662,82.0,yes,yes,2.843456,2.937989,Sometimes,no,1.001995,no,0.0,1.554404,no,Public_Transportation,Obesity_Type_I
1346,Female,18.166318,1.649553,82.323954,yes,yes,2.864776,3.0,Sometimes,no,1.876915,no,0.631565,0.186414,no,Public_Transportation,Obesity_Type_I
1349,Male,19.524698,1.942725,121.657979,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.014808,Sometimes,Public_Transportation,Obesity_Type_I
1353,Male,19.034033,1.703098,98.296651,yes,yes,2.0,2.391753,Sometimes,no,2.0,no,0.0,1.119877,no,Public_Transportation,Obesity_Type_I
1354,Male,17.073648,1.706996,99.544696,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.73209,0.048617,no,Public_Transportation,Obesity_Type_I
1357,Male,18.0,1.784402,108.413119,yes,yes,2.0,2.475444,Sometimes,no,2.655795,no,1.0,0.169879,no,Public_Transportation,Obesity_Type_I
1358,Male,18.0,1.792687,108.204547,yes,yes,2.0,2.478794,Sometimes,no,2.967064,no,1.0,0.4346,no,Public_Transportation,Obesity_Type_I
1361,Female,18.0,1.686904,90.004046,yes,yes,2.737149,3.0,Sometimes,no,1.997195,no,1.352663,0.468483,Sometimes,Public_Transportation,Obesity_Type_I
1362,Female,18.107092,1.703259,91.499683,yes,yes,1.899793,3.0,Sometimes,no,1.439962,no,0.9529,0.838847,Sometimes,Public_Transportation,Obesity_Type_I
1365,Female,18.011903,1.65,84.210535,yes,yes,2.85916,3.0,Sometimes,no,1.0,no,1.020525,0.786066,no,Public_Transportation,Obesity_Type_I
1366,Female,18.0,1.649439,84.897738,yes,yes,2.0,3.0,Sometimes,no,1.039313,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
1369,Female,18.078256,1.622999,82.403076,yes,yes,2.340405,3.0,Sometimes,no,1.655245,no,1.006884,0.548539,no,Public_Transportation,Obesity_Type_I
1370,Female,18.063582,1.633675,82.459577,yes,yes,2.921576,3.0,Sometimes,no,1.003636,no,1.000227,0.905596,no,Public_Transportation,Obesity_Type_I
1409,Female,18.178076,1.642892,82.144405,yes,yes,2.66889,3.0,Sometimes,no,1.172593,no,0.886448,1.252677,no,Public_Transportation,Obesity_Type_I
1410,Female,18.907514,1.65,82.01831,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.215187,1.195929,no,Public_Transportation,Obesity_Type_I
1454,Male,18.140751,1.859056,111.235188,yes,yes,2.0,1.706551,Sometimes,no,2.039514,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
1455,Female,18.0,1.692242,90.019501,yes,yes,2.642744,3.0,Sometimes,no,1.904054,no,1.645654,0.363549,Sometimes,Public_Transportation,Obesity_Type_I
1456,Female,18.0,1.683,90.924208,yes,yes,2.387426,3.0,Sometimes,no,1.77962,no,0.743005,0.920162,Sometimes,Public_Transportation,Obesity_Type_I
1458,Female,18.152876,1.694969,92.508122,yes,yes,2.107854,3.0,Sometimes,no,1.383894,no,1.030526,0.831412,Sometimes,Public_Transportation,Obesity_Type_I
1467,Male,18.0,1.806827,108.829395,yes,yes,2.0,1.24884,Sometimes,no,2.416213,no,1.0,1.546738,no,Public_Transportation,Obesity_Type_I
1468,Male,18.0,1.811189,108.800964,yes,yes,2.0,1.250548,Sometimes,no,2.121176,no,1.0,0.741069,no,Public_Transportation,Obesity_Type_I
1469,Male,18.0,1.811738,108.897324,yes,yes,2.0,1.202179,Sometimes,no,2.36293,no,1.0,1.47574,no,Public_Transportation,Obesity_Type_I
1470,Male,18.0,1.799779,108.934574,yes,yes,2.0,1.194815,Sometimes,no,2.434832,no,1.0,1.541455,no,Public_Transportation,Obesity_Type_I
1471,Female,19.374207,1.632605,82.0,yes,yes,2.805512,2.880817,Sometimes,no,1.001307,no,0.0,1.376597,Sometimes,Public_Transportation,Obesity_Type_I
1472,Female,19.275687,1.623377,82.851318,yes,yes,1.276858,2.918124,Sometimes,no,1.403784,no,0.552511,1.560402,Sometimes,Public_Transportation,Obesity_Type_I
1478,Male,19.515324,1.879144,112.932984,yes,yes,2.0,2.152733,Sometimes,no,2.53369,no,0.917563,1.285838,Sometimes,Public_Transportation,Obesity_Type_I
1485,Male,18.611197,1.714143,96.568814,yes,yes,2.0,2.967089,Sometimes,no,2.0,no,0.0,0.467048,no,Public_Transportation,Obesity_Type_I
1486,Male,17.412629,1.723191,97.350366,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.931721,no,Public_Transportation,Obesity_Type_I
1491,Male,18.0,1.787733,108.019211,yes,yes,2.0,2.37985,Sometimes,no,2.616138,no,1.0,0.652485,no,Public_Transportation,Obesity_Type_I
1492,Male,18.0,1.782722,108.044313,yes,yes,2.0,2.655265,Sometimes,no,2.297896,no,1.0,0.552665,no,Public_Transportation,Obesity_Type_I
1493,Male,18.0,1.797523,108.316462,yes,yes,2.0,1.941307,Sometimes,no,2.708168,no,1.0,1.425852,no,Public_Transportation,Obesity_Type_I
